t, Obs_Wetland outflow (m3/day)_expression
40383.49000,0
40383.50000,0
40383.51000,0
40383.52000,0
40383.53000,0
40383.54000,0
40383.55000,0
40383.56000,0
40383.57000,0
40383.58000,0
40383.59000,0
40383.60000,0
40383.61000,0
40383.62000,0
40383.63000,0
40383.64000,0
40383.65000,0
40383.66000,0
40383.67000,0
40383.68000,0
40383.69000,0
40383.70000,0
40383.71000,0
40383.72000,0
40383.73000,0
40383.74000,0
40383.75000,0
40383.76000,0
40383.77000,0
40383.78000,0
40383.79000,0
40383.80000,0
40383.81000,0
40383.82000,0
40383.83000,0
40383.84000,0
40383.85000,0
40383.86000,0
40383.87000,0
40383.88000,0
40383.89000,0
40383.90000,0
40383.91000,0
40383.92000,0
40383.93000,0
40383.94000,0
40383.95000,0
40383.96000,0
40383.97000,0
40383.98000,0
40383.99000,0
40384.00000,0
40384.01000,0
40384.02000,0
40384.03000,0
40384.04000,0
40384.05000,0
40384.06000,0
40384.07000,0
40384.08000,0
40384.09000,0
40384.10000,0
40384.11000,0
40384.12000,0
40384.13000,0
40384.14000,0
40384.15000,0
40384.16000,0
40384.17000,0
40384.18000,0
40384.19000,0
40384.20000,0
40384.21000,0
40384.22000,0
40384.23000,0
40384.24000,0
40384.25000,0
40384.26000,0
40384.27000,0
40384.28000,0
40384.29000,0
40384.30000,0
40384.31000,0
40384.32000,0
40384.33000,0
40384.34000,0
40384.35000,0
40384.36000,0
40384.37000,0
40384.38000,0
40384.39000,0
40384.40000,0
40384.41000,0
40384.42000,0
40384.43000,0
40384.44000,0
40384.45000,0
40384.46000,0
40384.47000,0
40384.48000,0
40384.49000,0
40384.50000,0
40384.51000,0
40384.52000,0
40384.53000,0
40384.54000,0
40384.55000,0
40384.56000,0
40384.57000,0
40384.58000,0
40384.59000,0
40384.60000,0
40384.61000,0
40384.62000,4.45988e-08
40384.63000,8.7566
40384.64000,73.7119
40384.65000,206.689
40384.66000,368.915
40384.67000,515.446
40384.68000,613.136
40384.69000,476.62
40384.70000,463.31
40384.71000,450
40384.72000,436.689
40384.73000,423.379
40384.74000,410.069
40384.75000,396.758
40384.76000,383.448
40384.77000,370.138
40384.78000,356.827
40384.79000,343.517
40384.80000,335.27
40384.81000,327.024
40384.82000,318.777
40384.83000,310.531
40384.84000,302.284
40384.85000,294.038
40384.86000,285.791
40384.87000,277.545
40384.88000,269.298
40384.89000,261.051
40384.90000,252.805
40384.91000,244.558
40384.92000,236.312
40384.93000,231.007
40384.94000,227.173
40384.95000,223.339
40384.96000,219.506
40384.97000,215.672
40384.98000,211.838
40384.99000,208.004
40385.00000,204.17
40385.01000,200.336
40385.02000,196.502
40385.03000,192.669
40385.04000,188.835
40385.05000,185.001
40385.06000,181.167
40385.07000,177.333
40385.08000,173.499
40385.09000,169.666
40385.10000,165.832
40385.11000,162.409
40385.12000,159.038
40385.13000,155.667
40385.14000,152.296
40385.15000,148.925
40385.16000,145.554
40385.17000,142.183
40385.18000,138.811
40385.19000,135.44
40385.20000,132.069
40385.21000,128.698
40385.22000,125.327
40385.23000,121.956
40385.24000,118.585
40385.25000,115.214
40385.26000,111.843
40385.27000,108.472
40385.28000,105.192
40385.29000,102.64
40385.30000,100.089
40385.31000,97.5377
40385.32000,94.9864
40385.33000,92.4351
40385.34000,89.8838
40385.35000,87.3326
40385.36000,84.7813
40385.37000,82.23
40385.38000,79.6787
40385.39000,77.1274
40385.40000,74.5762
40385.41000,72.0249
40385.42000,69.4736
40385.43000,66.9223
40385.44000,64.371
40385.45000,61.8197
40385.46000,59.2685
40385.47000,56.7172
40385.48000,54.1659
40385.49000,51.6146
40385.50000,49.0633
40385.51000,46.5121
40385.52000,44.7734
40385.53000,44.2169
40385.54000,43.6603
40385.55000,43.1037
40385.56000,42.5472
40385.57000,41.9906
40385.58000,41.434
40385.59000,40.8774
40385.60000,40.3209
40385.61000,39.7643
40385.62000,39.2077
40385.63000,38.6512
40385.64000,38.0946
40385.65000,37.538
40385.66000,36.9815
40385.67000,36.4249
40385.68000,35.8683
40385.69000,35.3118
40385.70000,34.7552
40385.71000,34.1986
40385.72000,33.6421
40385.73000,33.0855
40385.74000,32.5289
40385.75000,31.9723
40385.76000,31.4158
40385.77000,30.8592
40385.78000,30.3026
40385.79000,29.7461
40385.80000,29.1895
40385.81000,28.6329
40385.82000,28.0764
40385.83000,27.5198
40385.84000,27.1727
40385.85000,26.8771
40385.86000,26.5815
40385.87000,26.2859
40385.88000,25.9903
40385.89000,25.6947
40385.90000,25.3991
40385.91000,25.1035
40385.92000,24.8079
40385.93000,24.5123
40385.94000,24.2168
40385.95000,23.9212
40385.96000,23.6256
40385.97000,23.33
40385.98000,23.0344
40385.99000,22.7388
40386.00000,22.4432
40386.01000,22.1476
40386.02000,21.852
40386.03000,21.5564
40386.04000,21.2609
40386.05000,20.9653
40386.06000,20.6697
40386.07000,20.3741
40386.08000,20.0785
40386.09000,19.7829
40386.10000,19.4873
40386.11000,19.1917
40386.12000,18.8961
40386.13000,18.6006
40386.14000,18.305
40386.15000,18.0094
40386.16000,17.7138
40386.17000,17.4182
40386.18000,17.1226
40386.19000,16.827
40386.20000,16.5314
40386.21000,16.2358
40386.22000,15.9402
40386.23000,15.6447
40386.24000,15.3491
40386.25000,15.0535
40386.26000,14.7793
40386.27000,14.516
40386.28000,14.2527
40386.29000,13.9894
40386.30000,13.7261
40386.31000,13.4628
40386.32000,13.1995
40386.33000,12.9362
40386.34000,12.6729
40386.35000,12.4096
40386.36000,12.1462
40386.37000,11.8829
40386.38000,11.6196
40386.39000,11.3563
40386.40000,11.093
40386.41000,10.8297
40386.42000,10.5664
40386.43000,10.3031
40386.44000,10.0398
40386.45000,9.77652
40386.46000,9.51322
40386.47000,9.24991
40386.48000,8.98661
40386.49000,8.72331
40386.50000,8.46
40386.51000,8.1967
40386.52000,7.9334
40386.53000,7.67009
40386.54000,7.40679
40386.55000,7.14349
40386.56000,6.88018
40386.57000,6.61688
40386.58000,6.35358
40386.59000,6.09027
40386.60000,5.82697
40386.61000,5.56367
40386.62000,5.30036
40386.63000,5.03706
40386.64000,4.77376
40386.65000,4.51045
40386.66000,4.24715
40386.67000,3.98385
40386.68000,3.83285
40386.69000,3.78444
40386.70000,3.73602
40386.71000,3.68761
40386.72000,3.63919
40386.73000,3.59078
40386.74000,3.54236
40386.75000,3.49395
40386.76000,3.44553
40386.77000,3.39712
40386.78000,3.3487
40386.79000,3.30029
40386.80000,3.25187
40386.81000,3.20346
40386.82000,3.15504
40386.83000,3.10663
40386.84000,3.05821
40386.85000,3.0098
40386.86000,2.96138
40386.87000,2.91297
40386.88000,2.86455
40386.89000,2.81614
40386.90000,2.76772
40386.91000,2.71931
40386.92000,2.67089
40386.93000,2.62248
40386.94000,2.57406
40386.95000,2.52565
40386.96000,2.47723
40386.97000,2.42882
40386.98000,2.3804
40386.99000,2.33199
40387.00000,2.28357
40387.01000,2.23516
40387.02000,2.18675
40387.03000,2.13833
40387.04000,2.08992
40387.05000,2.0415
40387.06000,1.99309
40387.07000,1.94467
40387.08000,1.89626
40387.09000,1.84784
40387.10000,1.80144
40387.11000,1.7583
40387.12000,1.71516
40387.13000,1.67202
40387.14000,1.62888
40387.15000,1.58574
40387.16000,1.5426
40387.17000,1.49946
40387.18000,1.45632
40387.19000,1.41318
40387.20000,1.37003
40387.21000,1.32689
40387.22000,1.28375
40387.23000,1.24061
40387.24000,1.19747
40387.25000,1.15433
40387.26000,1.11119
40387.27000,1.06805
40387.28000,1.02491
40387.29000,0.981767
40387.30000,0.938626
40387.31000,0.895485
40387.32000,0.852344
40387.33000,0.809203
40387.34000,0.766062
40387.35000,0.722921
40387.36000,0.67978
40387.37000,0.636639
40387.38000,0.593498
40387.39000,0.550357
40387.40000,0.507216
40387.41000,0.464076
40387.42000,0.420935
40387.43000,0.377794
40387.44000,0.334653
40387.45000,0.291512
40387.46000,0.248371
40387.47000,0.20523
40387.48000,0.162089
40387.49000,0.118948
40387.50000,0.0758073
40387.51000,0.0326664
40387.52000,0
40387.53000,0
40387.54000,0
40387.55000,0
40387.56000,0
40387.57000,0
40387.58000,0
40387.59000,0
40387.60000,0
40387.61000,0
40387.62000,0
40387.63000,0
40387.64000,0
40387.65000,0
40387.66000,0
40387.67000,0
40387.68000,0
40387.69000,0
40387.70000,0
40387.71000,0
40387.72000,0
40387.73000,0
40387.74000,0
40387.75000,0
40387.76000,0
40387.77000,0
40387.78000,0
40387.79000,0
40387.80000,0
40387.81000,0
40387.82000,0
40387.83000,0
40387.84000,0
40387.85000,0
40387.86000,0
40387.87000,0
40387.88000,0
40387.89000,0
40387.90000,0
40387.91000,0
40387.92000,0
40387.93000,0
40387.94000,0
40387.95000,0
40387.96000,0
40387.97000,0
40387.98000,0
40387.99000,0
40388.00000,0
40388.01000,0
40388.02000,0
40388.03000,0
40388.04000,0
40388.05000,0
40388.06000,0
40388.07000,0
40388.08000,0
40388.09000,0
40388.10000,0
40388.11000,0
40388.12000,0
40388.13000,0
40388.14000,0
40388.15000,0
40388.16000,0
40388.17000,0
40388.18000,0
40388.19000,0
40388.20000,0
40388.21000,0
40388.22000,0
40388.23000,0
40388.24000,0
40388.25000,0
40388.26000,0
40388.27000,0
40388.28000,0
40388.29000,0
40388.30000,0
40388.31000,0
40388.32000,0
40388.33000,0
40388.34000,0
40388.35000,0
40388.36000,0
40388.37000,0
40388.38000,0
40388.39000,0
40388.40000,0
40388.41000,0
40388.42000,0
40388.43000,0
40388.44000,0
40388.45000,0
40388.46000,0
40388.47000,0
40388.48000,0
40388.49000,0
40388.50000,0
40388.51000,0
40388.52000,0
40388.53000,7.20976e-10
40388.54000,0.141558
40388.55000,22.7827
40388.56000,182.439
40388.57000,545.996
40388.58000,1013.87
40388.59000,1449.1
40388.60000,1748.64
40388.61000,1922.79
40388.62000,2013.1
40388.63000,2034.86
40388.64000,2000.44
40388.65000,1265.38
40388.66000,1215.26
40388.67000,1165.13
40388.68000,1115.01
40388.69000,1064.89
40388.70000,1014.76
40388.71000,964.641
40388.72000,914.518
40388.73000,864.394
40388.74000,814.271
40388.75000,764.148
40388.76000,740.757
40388.77000,717.366
40388.78000,693.975
40388.79000,670.583
40388.80000,647.192
40388.81000,623.801
40388.82000,600.41
40388.83000,577.018
40388.84000,553.627
40388.85000,530.236
40388.86000,506.845
40388.87000,483.453
40388.88000,460.062
40388.89000,445.121
40388.90000,434.405
40388.91000,423.689
40388.92000,412.973
40388.93000,402.257
40388.94000,391.541
40388.95000,380.825
40388.96000,370.109
40388.97000,359.393
40388.98000,348.677
40388.99000,337.961
40389.00000,327.246
40389.01000,316.53
40389.02000,305.814
40389.03000,295.098
40389.04000,284.382
40389.05000,273.666
40389.06000,262.95
40389.07000,257.077
40389.08000,251.811
40389.09000,246.544
40389.10000,241.277
40389.11000,236.01
40389.12000,230.743
40389.13000,225.476
40389.14000,220.209
40389.15000,214.943
40389.16000,209.676
40389.17000,204.409
40389.18000,199.142
40389.19000,193.875
40389.20000,188.608
40389.21000,183.341
40389.22000,178.074
40389.23000,172.808
40389.24000,167.541
40389.25000,162.274
40389.26000,157.007
40389.27000,151.74
40389.28000,146.473
40389.29000,141.206
40389.30000,136.417
40389.31000,133.728
40389.32000,131.04
40389.33000,128.351
40389.34000,125.663
40389.35000,122.974
40389.36000,120.286
40389.37000,117.597
40389.38000,114.909
40389.39000,112.22
40389.40000,109.531
40389.41000,106.843
40389.42000,104.154
40389.43000,101.466
40389.44000,98.7772
40389.45000,96.0886
40389.46000,93.4001
40389.47000,90.7115
40389.48000,88.023
40389.49000,85.3344
40389.50000,82.6458
40389.51000,79.9573
40389.52000,77.2687
40389.53000,74.5802
40389.54000,71.8916
40389.55000,69.2031
40389.56000,66.5145
40389.57000,63.8259
40389.58000,61.1374
40389.59000,58.4488
40389.60000,55.7603
40389.61000,53.0717
40389.62000,51.6275
40389.63000,51.0834
40389.64000,50.5392
40389.65000,49.9951
40389.66000,49.451
40389.67000,48.9069
40389.68000,48.3628
40389.69000,47.8187
40389.70000,47.2746
40389.71000,46.7305
40389.72000,46.1864
40389.73000,45.6423
40389.74000,45.0982
40389.75000,44.5541
40389.76000,44.01
40389.77000,43.4659
40389.78000,42.9218
40389.79000,42.3776
40389.80000,41.8335
40389.81000,41.2894
40389.82000,40.7453
40389.83000,40.2012
40389.84000,39.6571
40389.85000,39.113
40389.86000,38.5689
40389.87000,38.0248
40389.88000,37.4807
40389.89000,36.9366
40389.90000,36.3925
40389.91000,35.8484
40389.92000,35.3043
40389.93000,34.7602
40389.94000,34.216
40389.95000,33.6719
40389.96000,33.1278
40389.97000,32.5837
40389.98000,32.0396
40389.99000,31.4955
40390.00000,30.9514
40390.01000,30.4073
40390.02000,29.8632
40390.03000,29.3191
40390.04000,28.8037
40390.05000,28.3248
40390.06000,27.846
40390.07000,27.3671
40390.08000,26.8883
40390.09000,26.4094
40390.10000,25.9305
40390.11000,25.4517
40390.12000,24.9728
40390.13000,24.4939
40390.14000,24.0151
40390.15000,23.5362
40390.16000,23.0574
40390.17000,22.5785
40390.18000,22.0996
40390.19000,21.6208
40390.20000,21.1419
40390.21000,20.6631
40390.22000,20.1842
40390.23000,19.7053
40390.24000,19.2265
40390.25000,18.7476
40390.26000,18.2687
40390.27000,17.7899
40390.28000,17.311
40390.29000,16.8322
40390.30000,16.3533
40390.31000,15.8744
40390.32000,15.3956
40390.33000,14.9167
40390.34000,14.4378
40390.35000,13.959
40390.36000,13.4801
40390.37000,13.0013
40390.38000,12.5224
40390.39000,12.0435
40390.40000,11.5647
40390.41000,11.0858
40390.42000,10.6069
40390.43000,10.1281
40390.44000,9.64922
40390.45000,9.17036
40390.46000,8.6915
40390.47000,8.21263
40390.48000,7.73377
40390.49000,7.25491
40390.50000,6.77605
40390.51000,6.29718
40390.52000,5.81832
40390.53000,5.33946
40390.54000,5.0707
40390.55000,5.06898
40390.56000,5.06726
40390.57000,5.06555
40390.58000,5.06383
40390.59000,5.06211
40390.60000,5.0604
40390.61000,5.05868
40390.62000,5.05696
40390.63000,5.05524
40390.64000,5.05353
40390.65000,5.05181
40390.66000,5.05009
40390.67000,5.04838
40390.68000,5.04666
40390.69000,5.04494
40390.70000,5.04322
40390.71000,5.04151
40390.72000,5.03979
40390.73000,5.03807
40390.74000,5.03636
40390.75000,5.03464
40390.76000,5.03292
40390.77000,5.0312
40390.78000,5.02949
40390.79000,5.02777
40390.80000,5.02605
40390.81000,5.02434
40390.82000,5.02262
40390.83000,5.0209
40390.84000,5.01918
40390.85000,5.01747
40390.86000,5.01575
40390.87000,5.01403
40390.88000,5.01232
40390.89000,5.0106
40390.90000,5.00888
40390.91000,5.00716
40390.92000,5.00545
40390.93000,5.00373
40390.94000,5.00201
40390.95000,5.0003
40390.96000,4.99858
40390.97000,4.99686
40390.98000,4.99514
40390.99000,4.93571
40391.00000,4.90575
40391.01000,4.92421
40391.02000,5.01616
40391.03000,5.17682
40391.04000,5.40718
40391.05000,5.70796
40391.06000,6.0788
40391.07000,6.5992
40391.08000,7.36263
40391.09000,8.4757
40391.10000,10.0788
40391.11000,12.0547
40391.12000,14.1201
40391.13000,16.0428
40391.14000,17.6086
40391.15000,19.7001
40391.16000,19.545
40391.17000,19.3899
40391.18000,19.2348
40391.19000,19.0797
40391.20000,18.9245
40391.21000,18.7694
40391.22000,18.6143
40391.23000,18.4592
40391.24000,18.3041
40391.25000,18.149
40391.26000,17.6125
40391.27000,17.0761
40391.28000,16.5396
40391.29000,16.0031
40391.30000,15.4667
40391.31000,14.9302
40391.32000,14.3937
40391.33000,13.8573
40391.34000,13.3208
40391.35000,12.7843
40391.36000,12.2479
40391.37000,11.7114
40391.38000,11.1749
40391.39000,10.718
40391.40000,10.3008
40391.41000,9.88355
40391.42000,9.46634
40391.43000,9.04913
40391.44000,8.63191
40391.45000,8.2147
40391.46000,7.79749
40391.47000,7.38028
40391.48000,6.96306
40391.49000,6.54585
40391.50000,6.12864
40391.51000,5.71142
40391.52000,5.29421
40391.53000,4.877
40391.54000,4.45979
40391.55000,4.04257
40391.56000,3.62536
40391.57000,3.52422
40391.58000,3.46258
40391.59000,3.40095
40391.60000,3.33931
40391.61000,3.27768
40391.62000,3.21604
40391.63000,3.15441
40391.64000,3.09277
40391.65000,3.03114
40391.66000,2.9695
40391.67000,2.90787
40391.68000,2.84623
40391.69000,2.7846
40391.70000,2.72296
40391.71000,2.66133
40391.72000,2.5997
40391.73000,2.53806
40391.74000,2.47643
40391.75000,2.41479
40391.76000,2.35316
40391.77000,2.29152
40391.78000,2.22989
40391.79000,2.16825
40391.80000,2.11201
40391.81000,2.0795
40391.82000,2.04699
40391.83000,2.01448
40391.84000,1.98197
40391.85000,1.94946
40391.86000,1.91695
40391.87000,1.88443
40391.88000,1.85192
40391.89000,1.81941
40391.90000,1.7869
40391.91000,1.75439
40391.92000,1.72188
40391.93000,1.68937
40391.94000,1.65686
40391.95000,1.62435
40391.96000,1.59184
40391.97000,1.55933
40391.98000,1.52682
40391.99000,1.4943
40392.00000,1.46179
40392.01000,1.42928
40392.02000,1.39677
40392.03000,1.36426
40392.04000,1.33175
40392.05000,1.29924
40392.06000,1.26673
40392.07000,1.23422
40392.08000,1.20171
40392.09000,1.1692
40392.10000,1.13668
40392.11000,1.10417
40392.12000,1.07051
40392.13000,1.036
40392.14000,1.0015
40392.15000,0.966991
40392.16000,0.932486
40392.17000,0.897981
40392.18000,0.863476
40392.19000,0.828971
40392.20000,0.794466
40392.21000,0.759961
40392.22000,0.725456
40392.23000,0.690951
40392.24000,0.656446
40392.25000,0.621941
40392.26000,0.587436
40392.27000,0.552931
40392.28000,0.518426
40392.29000,0.483921
40392.30000,0.449416
40392.31000,0.414912
40392.32000,0.380407
40392.33000,0.345902
40392.34000,0.311397
40392.35000,0.276892
40392.36000,0.242387
40392.37000,0.207882
40392.38000,0.173377
40392.39000,0.138872
40392.40000,0.104367
40392.41000,0.0698619
40392.42000,0.0353569
40392.43000,0.000851973
40392.44000,0
40392.45000,0
40392.46000,0
40392.47000,0
40392.48000,0
40392.49000,0
40392.50000,0
40392.51000,0
40392.52000,0
40392.53000,0
40392.54000,0
40392.55000,0
40392.56000,0
40392.57000,0
40392.58000,0
40392.59000,0
40392.60000,0
40392.61000,0
40392.62000,0
40392.63000,0
40392.64000,0
40392.65000,0
40392.66000,0
40392.67000,0
40392.68000,0
40392.69000,0
40392.70000,0
40392.71000,0
40392.72000,0
40392.73000,0
40392.74000,0
40392.75000,0
40392.76000,0
40392.77000,0
40392.78000,0
40392.79000,0
40392.80000,0
40392.81000,0
40392.82000,0
40392.83000,0
40392.84000,0
40392.85000,0
40392.86000,0
40392.87000,0
40392.88000,0
40392.89000,0
40392.90000,0
40392.91000,0
40392.92000,0
40392.93000,0
40392.94000,0
40392.95000,0
40392.96000,0
40392.97000,0
40392.98000,0
40392.99000,0
40393.00000,0
40393.01000,0
40393.02000,0
40393.03000,0
40393.04000,0
40393.05000,0
40393.06000,0
40393.07000,0
40393.08000,0
40393.09000,0
40393.10000,0
40393.11000,0
40393.12000,0
40393.13000,0
40393.14000,0
40393.15000,0
40393.16000,0
40393.17000,0
40393.18000,0
40393.19000,0
40393.20000,0
40393.21000,0
40393.22000,0
40393.23000,0
40393.24000,0
40393.25000,0
40393.26000,0
40393.27000,0
40393.28000,0
40393.29000,0
40393.30000,0
40393.31000,0
40393.32000,0
40393.33000,0
40393.34000,0
40393.35000,0
40393.36000,0
40393.37000,0
40393.38000,0
40393.39000,0
40393.40000,0
40393.41000,0
40393.42000,0
40393.43000,0
40393.44000,0
40393.45000,0
40393.46000,0
40393.47000,0
40393.48000,0
40393.49000,0
40393.50000,0
40393.51000,0
40393.52000,0
40393.53000,0
40393.54000,0
40393.55000,0
40393.56000,0
40393.57000,0
40393.58000,0
40393.59000,0
40393.60000,0
40393.61000,0
40393.62000,0
40393.63000,0
40393.64000,0
40393.65000,0
40393.66000,0
40393.67000,0
40393.68000,0
40393.69000,0
40393.70000,0
40393.71000,0
40393.72000,0
40393.73000,0
40393.74000,0
40393.75000,0
40393.76000,0
40393.77000,0
40393.78000,0
40393.79000,0
40393.80000,0
40393.81000,0
40393.82000,0
40393.83000,0
40393.84000,0
40393.85000,0
40393.86000,0
40393.87000,0
40393.88000,0
40393.89000,0
40393.90000,0
40393.91000,0
40393.92000,0
40393.93000,0
40393.94000,0
40393.95000,0
40393.96000,0
40393.97000,0
40393.98000,0
40393.99000,0
40394.00000,0
40394.01000,0
40394.02000,0
40394.03000,0
40394.04000,0
40394.05000,0
40394.06000,0
40394.07000,0
40394.08000,0
40394.09000,0
40394.10000,0
40394.11000,0
40394.12000,0
40394.13000,0
40394.14000,0
40394.15000,0
40394.16000,0
40394.17000,0
40394.18000,0
40394.19000,0
40394.20000,0
40394.21000,0
40394.22000,0
40394.23000,0
40394.24000,0
40394.25000,0
40394.26000,0
40394.27000,0
40394.28000,0
40394.29000,0
40394.30000,0
40394.31000,0
40394.32000,0
40394.33000,0
40394.34000,0
40394.35000,0
40394.36000,0
40394.37000,0
40394.38000,0
40394.39000,0
40394.40000,0
40394.41000,0
40394.42000,0
40394.43000,0
40394.44000,0
40394.45000,0
40394.46000,0
40394.47000,0
40394.48000,0
40394.49000,0
40394.50000,0
40394.51000,0
40394.52000,0
40394.53000,0
40394.54000,0
40394.55000,0
40394.56000,0
40394.57000,0
40394.58000,0
40394.59000,0
40394.60000,0
40394.61000,0
40394.62000,0
40394.63000,0
40394.64000,0
40394.65000,0
40394.66000,0
40394.67000,0
40394.68000,0
40394.69000,0
40394.70000,0
40394.71000,0
40394.72000,0
40394.73000,0
40394.74000,0
40394.75000,0
40394.76000,0
40394.77000,0
40394.78000,0
40394.79000,0
40394.80000,0
40394.81000,0
40394.82000,0
40394.83000,0
40394.84000,0
40394.85000,0
40394.86000,0
40394.87000,0
40394.88000,0
40394.89000,0
40394.90000,0
40394.91000,0
40394.92000,0
40394.93000,0
40394.94000,0
40394.95000,0
40394.96000,0
40394.97000,0
40394.98000,0
40394.99000,0
40395.00000,0
40395.01000,0
40395.02000,0
40395.03000,0
40395.04000,0
40395.05000,0
40395.06000,0
40395.07000,0
40395.08000,0
40395.09000,0
40395.10000,0
40395.11000,0
40395.12000,0
40395.13000,0
40395.14000,0
40395.15000,0
40395.16000,0
40395.17000,0
40395.18000,0
40395.19000,0
40395.20000,0
40395.21000,0
40395.22000,0
40395.23000,0
40395.24000,0
40395.25000,0
40395.26000,0
40395.27000,0
40395.28000,0
40395.29000,0
40395.30000,0
40395.31000,0
40395.32000,0
40395.33000,0
40395.34000,0
40395.35000,0
40395.36000,0
40395.37000,0
40395.38000,0
40395.39000,0
40395.40000,0
40395.41000,0
40395.42000,0
40395.43000,0
40395.44000,0
40395.45000,0
40395.46000,0
40395.47000,0
40395.48000,0
40395.49000,0
40395.50000,0
40395.51000,0
40395.52000,0
40395.53000,0
40395.54000,0
40395.55000,0
40395.56000,0
40395.57000,0
40395.58000,0
40395.59000,1.0816e-10
40395.60000,0.0212364
40395.61000,6.47386
40395.62000,31.3958
40395.63000,75.5734
40395.64000,132.17
40395.65000,194.43
40395.66000,259.858
40395.67000,325.301
40395.68000,388.051
40395.69000,445.838
40395.70000,496.85
40395.71000,539.724
40395.72000,573.545
40395.73000,598.095
40395.74000,616.406
40395.75000,629.606
40395.76000,638.478
40395.77000,643.608
40395.78000,644.49
40395.79000,641.125
40395.80000,633.58
40395.81000,622.11
40395.82000,476.169
40395.83000,462.52
40395.84000,448.871
40395.85000,435.222
40395.86000,421.573
40395.87000,407.924
40395.88000,394.275
40395.89000,380.626
40395.90000,366.977
40395.91000,353.328
40395.92000,339.679
40395.93000,331.452
40395.94000,323.225
40395.95000,314.999
40395.96000,306.772
40395.97000,298.545
40395.98000,290.319
40395.99000,282.092
40396.00000,273.865
40396.01000,265.639
40396.02000,257.412
40396.03000,249.185
40396.04000,240.959
40396.05000,232.732
40396.06000,226.919
40396.07000,222.313
40396.08000,217.707
40396.09000,213.101
40396.10000,208.495
40396.11000,203.889
40396.12000,199.283
40396.13000,194.677
40396.14000,190.071
40396.15000,185.465
40396.16000,180.859
40396.17000,176.253
40396.18000,171.647
40396.19000,167.041
40396.20000,162.435
40396.21000,157.829
40396.22000,153.223
40396.23000,148.617
40396.24000,145.058
40396.25000,141.63
40396.26000,138.201
40396.27000,134.773
40396.28000,131.345
40396.29000,127.917
40396.30000,124.488
40396.31000,121.06
40396.32000,117.632
40396.33000,114.204
40396.34000,110.775
40396.35000,107.347
40396.36000,103.919
40396.37000,100.49
40396.38000,97.0622
40396.39000,93.6339
40396.40000,90.2057
40396.41000,86.7774
40396.42000,83.3491
40396.43000,79.9209
40396.44000,76.4926
40396.45000,73.0643
40396.46000,69.636
40396.47000,66.6803
40396.48000,65.8039
40396.49000,64.9275
40396.50000,64.0511
40396.51000,63.1747
40396.52000,62.2983
40396.53000,61.4219
40396.54000,60.5455
40396.55000,59.6691
40396.56000,58.7927
40396.57000,57.9163
40396.58000,57.0399
40396.59000,56.1635
40396.60000,55.2871
40396.61000,54.4107
40396.62000,53.5343
40396.63000,52.6579
40396.64000,51.7815
40396.65000,50.9051
40396.66000,50.0287
40396.67000,49.1523
40396.68000,48.2759
40396.69000,47.3995
40396.70000,46.5231
40396.71000,45.6467
40396.72000,44.7703
40396.73000,43.8938
40396.74000,43.0174
40396.75000,42.141
40396.76000,41.2646
40396.77000,40.3882
40396.78000,39.5118
40396.79000,38.9341
40396.80000,38.5724
40396.81000,38.2107
40396.82000,37.849
40396.83000,37.4873
40396.84000,37.1257
40396.85000,36.764
40396.86000,36.4023
40396.87000,36.0406
40396.88000,35.6789
40396.89000,35.3172
40396.90000,34.9555
40396.91000,34.5939
40396.92000,34.2322
40396.93000,33.8705
40396.94000,33.5088
40396.95000,33.1471
40396.96000,32.7854
40396.97000,32.4237
40396.98000,32.0621
40396.99000,31.7004
40397.00000,31.3387
40397.01000,30.977
40397.02000,30.6153
40397.03000,30.2536
40397.04000,29.8919
40397.05000,29.5303
40397.06000,29.1686
40397.07000,28.8069
40397.08000,28.4452
40397.09000,28.0835
40397.10000,27.7218
40397.11000,27.3602
40397.12000,26.9985
40397.13000,26.6368
40397.14000,26.2751
40397.15000,25.9134
40397.16000,25.5517
40397.17000,25.19
40397.18000,24.8284
40397.19000,24.4667
40397.20000,24.105
40397.21000,23.7137
40397.22000,23.2848
40397.23000,22.8559
40397.24000,22.427
40397.25000,21.9981
40397.26000,21.5692
40397.27000,21.1403
40397.28000,20.7114
40397.29000,20.2825
40397.30000,19.8536
40397.31000,19.4247
40397.32000,18.9958
40397.33000,18.5669
40397.34000,18.138
40397.35000,17.7091
40397.36000,17.2802
40397.37000,16.8513
40397.38000,16.4224
40397.39000,15.9935
40397.40000,15.5646
40397.41000,15.1357
40397.42000,14.7068
40397.43000,14.2779
40397.44000,13.849
40397.45000,13.4201
40397.46000,12.9912
40397.47000,12.5623
40397.48000,12.1334
40397.49000,11.7045
40397.50000,11.2756
40397.51000,10.8467
40397.52000,10.4178
40397.53000,9.98885
40397.54000,9.55995
40397.55000,9.13105
40397.56000,8.70215
40397.57000,8.27325
40397.58000,7.84435
40397.59000,7.41545
40397.60000,6.98654
40397.61000,6.55764
40397.62000,6.12874
40397.63000,5.8088
40397.64000,5.7426
40397.65000,5.67639
40397.66000,5.61019
40397.67000,5.54399
40397.68000,5.47778
40397.69000,5.41158
40397.70000,5.34538
40397.71000,5.27917
40397.72000,5.21297
40397.73000,5.14677
40397.74000,5.08057
40397.75000,5.01436
40397.76000,4.94816
40397.77000,4.88196
40397.78000,4.81575
40397.79000,4.74955
40397.80000,4.68335
40397.81000,4.61714
40397.82000,4.55094
40397.83000,4.48474
40397.84000,4.41853
